wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
divp,2023,sp,9304,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Storke Ranch (Private Land) Vernal Pool 2007,SB Vernal Pool CRAM 2023,Storke Ranch,,7/20/23,7/20/23 16:02,52:25.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86596,34.4213,0.0067,Santa Barbara,central coast,mapped 2019,1,1,76,86.42,100,50,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9305,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Storke Ranch (Private Land) Vernal Pool South,SB Vernal Pool CRAM 2023,Storke Ranch,,7/20/23,7/20/23 16:38,51:54.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86576,34.42098,0.02335,Santa Barbara,central coast,mapped 2019,1,1,75,83.88,100,62.5,54.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9310,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool N,SB Vernal Pool CRAM 2023,Del Sol,,7/21/23,7/21/23 14:33,16:16.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,,-119.86612,34.41537,0.12673,Santa Barbara,central coast,mapped 2019,1,1,75,79.75,91.67,62.5,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9311,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool V,SB Vernal Pool CRAM 2023,Del Sol,,7/21/23,7/21/23 16:27,17:12.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.8658,34.41518,0.09269,Santa Barbara,central coast,not GPSed,1,1,77,79.75,100,62.5,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - action unknown,,,,,,
divp,2023,sp,9343,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool W,SB Vernal Pool CRAM 2023,Del Sol,,7/31/23,7/31/23 13:36,33:28.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86546,34.41625,0.09647,Santa Barbara,central coast,mapped 2019,1,1,77,79.75,100,50,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9344,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool F,SB Vernal Pool CRAM 2023,Del Sol,,7/31/23,7/31/23 15:56,30:10.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86497,34.41624,0.01965,Santa Barbara,central coast,mapped 2019,1,1,76,79.75,100,50,75,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9345,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool S,SB Vernal Pool CRAM 2023,Del Sol,,7/31/23,7/31/23 17:00,40:39.2,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86489,34.41647,0.05715,Santa Barbara,central coast,mapped 2019,1,1,77,79.75,100,50,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
dvps,2023,sp,9347,6.2,depressional,vernal pool system,vernal pool system,8,3126,,Santa Barbara Del Sol Vernal Pool System H-M,SB Vernal Pool CRAM 2023,Del Sol,,8/9/23,8/2/23 13:39,34:23.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86507,34.41682,0.08316,Santa Barbara,central coast,,1,1,66,67.25,100,41.67,54.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9348,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool G,SB Vernal Pool CRAM 2023,Del Sol,,8/2/23,8/2/23 16:20,32:57.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86614,34.4165,0.0421,Santa Barbara,central coast,mapped 2019,1,1,81,79.75,100,62.5,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9349,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool T,SB Vernal Pool CRAM 2023,Del Sol,,8/3/23,8/3/23 14:49,11:09.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,ambient,,,,-119.86607,34.41613,0.01588,Santa Barbara,central coast,mapped 2019,1,1,78,82.92,100,62.5,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9350,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool U,SB Vernal Pool CRAM 2023,Del Sol,,8/3/23,8/3/23 15:50,15:22.3,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86604,34.41583,0.04448,Santa Barbara,central coast,mapped 2019,1,1,80,79.75,100,50,91.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9351,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Del Sol Vernal Pool E,SB Vernal Pool CRAM 2023,Del Sol,,8/3/23,8/3/23 16:27,55:09.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86511,34.41594,0.14614,Santa Barbara,central coast,mapped 2019,1,1,71,79.75,100,37.5,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9357,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 8,SB Vernal Pool CRAM 2023,Camino Corto,,8/4/23,8/4/23 14:32,01:36.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86716,34.41489,0.01155,Santa Barbara,central coast,mapped 2019,1,1,76,82.92,100,50,70.83,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,restored - portion of wetland,,,,,,
divp,2023,sp,9359,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 3,SB Vernal Pool CRAM 2023,Camino Corto,,8/4/23,8/4/23 14:57,02:26.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86752,34.41511,0.0283,Santa Barbara,central coast,mapped 2019,1,1,75,93.29,100,37.5,70.83,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,restored - portion of wetland,,,,,,
divp,2023,sp,9361,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 4,SB Vernal Pool CRAM 2023,Camino Corto,,8/4/23,8/4/23 16:32,06:29.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86779,34.41474,0.02159,Santa Barbara,central coast,mapped 2019,1,1,79,82.92,100,50,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9367,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 5,SB Vernal Pool CRAM 2023,Camino Corto,,8/9/23,8/9/23 14:19,59:16.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86839,34.41415,0.02051,Santa Barbara,central coast,mapped 2019,1,1,74,57.92,100,50,87.5,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,restored - portion of wetland,,,,,,
divp,2023,sp,9368,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 2,SB Vernal Pool CRAM 2023,Camino Corto,,8/9/23,8/9/23 16:13,29:20.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86763,34.41601,0.05783,Santa Barbara,central coast,mapped 2019,1,1,81,79.75,100,62.5,83.33,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,restored - portion of wetland,,,,,,
divp,2023,sp,9369,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 7,SB Vernal Pool CRAM 2023,Camino Corto,,8/9/23,8/9/23 16:50,00:13.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86691,34.4154,0.12972,Santa Barbara,central coast,mapped 2019,1,1,87,82.92,100,75,91.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9373,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Camino Corto Vernal Pool 6,SB Vernal Pool CRAM 2023,Camino Corto,,8/10/23,8/10/23 16:46,00:45.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.8669,34.41594,0.0842,Santa Barbara,central coast,mapped 2019,1,1,80,89.13,100,50,79.17,,,,,,,,,,,,,,,,,,,entire wetland,moist,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9374,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Manzanita Village Vernal Pool San Miguel,SB Vernal Pool CRAM 2023,Manzanita Village,,8/15/23,8/15/23 13:43,14:09.3,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.85266,34.40835,0.02798,Santa Barbara,central coast,mapped 2019,1,1,84,90.29,100,62.5,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9375,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Manzanita Village Vernal Pool Santa Rosa,SB Vernal Pool CRAM 2023,Manzanita Village,,8/15/23,8/15/23 15:39,22:19.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.85234,34.40828,0.02727,Santa Barbara,central coast,mapped 2019,1,1,81,90.29,100,50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
divp,2023,sp,9380,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Manzanita Village Vernal Pool Santa Catalina,SB Vernal Pool CRAM 2023,Manzanita Village,,8/16/23,8/16/23 15:01,42:17.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.85078,34.40801,0.01869,Santa Barbara,central coast,mapped 2019,1,1,83,93.29,100,50,87.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9381,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Manzanita Village Vernal Pool Santa Barbara,SB Vernal Pool CRAM 2023,Manzanita Village,,8/16/23,8/16/23 16:09,45:56.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.85114,34.40799,0.0196,Santa Barbara,central coast,mapped 2019,1,1,82,93.29,100,50,83.33,,,,,,,,,,,,,,,,,,,entire wetland,,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9387,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Manzanita Village Vernal Pool Santa Cruz,SB Vernal Pool CRAM 2023,Manzanita Village,,8/17/23,8/17/23 13:32,31:05.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.8521,34.4082,0.01296,Santa Barbara,central coast,mapped 2019,1,1,83,90.29,100,62.5,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9406,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 6,SB Vernal Pool CRAM 2023,North Parcel,,8/21/23,8/21/23 15:16,44:36.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88355,34.4237,0.00795,Santa Barbara,central coast,mapped 2019,1,1,70,75,100,37.5,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9407,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 7,SB Vernal Pool CRAM 2023,North Parcel,,8/21/23,8/21/23 16:10,07:51.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88318,34.42376,0.03468,Santa Barbara,central coast,mapped 2019,1,1,76,62.5,100,75,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9408,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 8,SB Vernal Pool CRAM 2023,North Parcel,,8/21/23,8/21/23 17:14,08:33.1,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88297,34.42375,0.02912,Santa Barbara,central coast,mapped 2019,1,1,80,62.5,100,75,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9413,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Sierra Madre Vernal Pool Central Wetland,SB Vernal Pool CRAM 2023,Sierra Madre,,8/22/23,8/22/23 13:26,18:08.3,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.87148,34.41971,0.06787,Santa Barbara,central coast,mapped 2019,1,1,81,55.63,91.67,87.5,87.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9417,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 10,SB Vernal Pool CRAM 2023,North Parcel,,8/23/23,8/23/23 15:18,05:10.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88296,34.4242,0.00564,Santa Barbara,central coast,mapped 2019,1,1,73,72.88,83.33,75,62.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9418,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 11,SB Vernal Pool CRAM 2023,North Parcel,,8/23/23,8/23/23 16:00,53:49.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88281,34.42403,0.003,Santa Barbara,central coast,mapped 2019,1,1,66,80.63,91.67,50,41.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9419,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 9,SB Vernal Pool CRAM 2023,North Parcel,,8/23/23,8/23/23 16:49,03:54.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88241,34.42344,0.01601,Santa Barbara,central coast,mapped 2019,1,1,78,79.75,91.67,62.5,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9433,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 18,SB Vernal Pool CRAM 2023,North Parcel,,8/29/23,8/29/23 15:04,04:35.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.8797,34.42247,0.01312,Santa Barbara,central coast,mapped 2019,1,1,77,86.42,91.67,50,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9434,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 19,SB Vernal Pool CRAM 2023,North Parcel,,8/29/23,8/29/23 15:17,17:43.3,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.87933,34.42209,0.03594,Santa Barbara,central coast,mapped 2019,1,1,79,86.42,83.33,62.5,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9440,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Vernal Pool North Parcel 15,SB Vernal Pool CRAM 2023,North Parcel,,8/31/23,8/31/23 14:03,21:37.2,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88183,34.42228,0.03561,Santa Barbara,central coast,mapped 2019,1,1,66,80.63,66.67,37.5,79.17,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9444,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 16,SB Vernal Pool CRAM 2023,North Parcel,,8/31/23,8/31/23 16:04,24:58.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88166,34.42251,0.04242,Santa Barbara,central coast,mapped 2019,1,1,70,86.42,91.67,37.5,62.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9453,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 17,SB Vernal Pool CRAM 2023,North Parcel,,9/6/23,9/5/23 14:56,48:47.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88127,34.42262,0.01337,Santa Barbara,central coast,mapped 2019,1,1,73,73.92,100,37.5,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9454,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 12,SB Vernal Pool CRAM 2023,North Parcel,,9/5/23,9/5/23 15:50,54:44.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88219,34.42292,0.00851,Santa Barbara,central coast,mapped 2019,1,1,81,86.42,100,75,62.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9455,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 14,SB Vernal Pool CRAM 2023,North Parcel,,9/5/23,9/5/23 16:28,51:50.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88183,34.42276,0.04329,Santa Barbara,central coast,mapped 2019,1,1,72,86.42,83.33,37.5,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9460,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 2,SB Vernal Pool CRAM 2023,North Parcel,,9/7/23,9/7/23 14:28,16:32.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88431,34.4226,0.00739,Santa Barbara,central coast,mapped 2019,1,1,66,63.25,83.33,50,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9461,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 1,SB Vernal Pool CRAM 2023,North Parcel,,9/7/23,9/7/23 14:34,18:22.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88469,34.42272,0.02356,Santa Barbara,central coast,mapped 2019,1,1,68,71.38,83.33,50,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9462,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 13,SB Vernal Pool CRAM 2023,North Parcel,,9/7/23,9/7/23 15:49,12:22.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88211,34.42258,0.05395,Santa Barbara,central coast,mapped 2019,1,1,81,86.42,83.33,75,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9464,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 5,SB Vernal Pool CRAM 2023,North Parcel,,9/8/23,9/8/23 14:31,52:12.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88369,34.42288,0.00678,Santa Barbara,central coast,mapped 2019,1,1,73,68.13,100,50,75,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9465,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 3,SB Vernal Pool CRAM 2023,North Parcel,,9/8/23,9/8/23 15:12,36:19.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88389,34.42287,0.00493,Santa Barbara,central coast,mapped 2019,1,1,68,68.13,75,50,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9467,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool 4,SB Vernal Pool CRAM 2023,North Parcel,,9/11/23,9/11/23 14:23,17:33.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88361,34.42307,0.00853,Santa Barbara,central coast,mapped 2019,1,1,67,80.63,75,37.5,75,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9470,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara North Parcel Vernal Pool Phase 1,SB Vernal Pool CRAM 2023,North Parcel,,9/4/23,9/11/23 15:41,20:40.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.87929,34.42296,0.01731,Santa Barbara,central coast,mapped 2019,1,1,80,68.13,91.67,75,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9477,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara More Mesa Vernal Pool Main,SB Vernal Pool CRAM 2023,More Mesa,,9/13/23,9/13/23 16:59,55:18.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.78696,34.41759,0.08812,Santa Barbara,central coast,mapped 2019,1,1,80,82.92,100,62.5,75,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9514,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Los Carneros Vernal Pool Main,SB Vernal Pool CRAM 2023,Los Carneros,,9/20/23,9/20/23 9:40,55:34.1,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,ambient,,,,-119.84359,34.43923,1.0148,Santa Barbara,central coast,mapped summer 2023,1,1,69,42.25,83.33,75,75,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,natural,,,,,,
